subID,model,loss,condition,noise1_cong_fitted,noise1_cong_min,noise1_cong_max,noise1_neut_fitted,noise1_neut_min,noise1_neut_max,signal1_cong_fitted,signal1_cong_min,signal1_cong_max,signal1_incong_fitted,signal1_incong_min,signal1_incong_max,signal1_neut_fitted,signal1_neut_min,signal1_neut_max,noise2_cong_fitted,noise2_cong_min,noise2_cong_max,noise2_incong_fitted,noise2_incong_min,noise2_incong_max,noise2_neut_fitted,noise2_neut_min,noise2_neut_max,signal2_cong_fitted,signal2_cong_min,signal2_cong_max,signal2_incong_fitted,signal2_incong_min,signal2_incong_max,signal2_neut_fitted,signal2_neut_min,signal2_neut_max,B_fitted,B_min,B_max,nondectime_fitted,nondectime_min,nondectime_max
32,8drifts_congIncong_allConditions,405.759759918474,condition_80cue,0.23538832294173093,0.0,10.0,9.785861090863996,0.0,10.0,0.8045794264650563,0.0,10.0,0.0,0.0,10.0,0.09462476216043508,0.0,10.0,0.7268818365541968,0.0,10.0,0.9162490257754863,0.0,10.0,0.8805854930347585,0.0,10.0,3.400759591572779,0.0,10.0,10.0,0.0,10.0,5.290470422271562,0.0,10.0,1.1030638473633365,0.5,12.0,0.8133312853854799,0.01,1.5
33,8drifts_congIncong_allConditions,323.4966941690876,condition_80cue,0.6463151803560493,0.0,10.0,4.311681026625264,0.0,10.0,0.40812508333065384,0.0,10.0,0.0,0.0,10.0,0.4970872146106299,0.0,10.0,1.8597833830343664,0.0,10.0,0.0,0.0,10.0,0.5634336080553363,0.0,10.0,5.701716273863898,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.9585030883629031,0.5,12.0,1.3660238730095187,0.01,1.5
35,8drifts_congIncong_allConditions,210.13808291450619,condition_80cue,0.9596987673578481,0.0,10.0,8.43053511922932,0.0,10.0,5.616052358626666,0.0,10.0,3.5711898980302696,0.0,10.0,0.0,0.0,10.0,8.749882442962148,0.0,10.0,7.954357140069907,0.0,10.0,6.086518868584837,0.0,10.0,1.9211987955764454,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.6417781720099507,0.5,12.0,0.863438873863793,0.01,1.5
36,8drifts_congIncong_allConditions,263.9884061686018,condition_80cue,1.0137522554330403,0.0,10.0,2.3967618612167114,0.0,10.0,0.5303821287214889,0.0,10.0,1.1989090520521832,0.0,10.0,0.13549730758444092,0.0,10.0,3.866229311076281,0.0,10.0,0.0,0.0,10.0,0.8630385535440309,0.0,10.0,9.819187037448227,0.0,10.0,9.134569385667513,0.0,10.0,2.41845023514474,0.0,10.0,0.7272514114232482,0.5,12.0,1.205563072151023,0.01,1.5
37,8drifts_congIncong_allConditions,592.4601323122247,condition_80cue,0.42620477858881795,0.0,10.0,1.2383816983957177,0.0,10.0,0.4264150108243386,0.0,10.0,0.4761579353392414,0.0,10.0,0.39868210837996354,0.0,10.0,0.19270545771502934,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,6.436018562132473,0.0,10.0,2.6380787063149675,0.0,10.0,0.0,0.0,10.0,0.9081089222495837,0.5,12.0,1.0716934576061354,0.01,1.5
38,8drifts_congIncong_allConditions,445.5258091416889,condition_80cue,0.22261990304762258,0.0,10.0,8.976950089073304,0.0,10.0,2.282027108618077,0.0,10.0,0.0,0.0,10.0,2.0164674459869376,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,7.415515616801674,0.0,10.0,7.532208639792825,0.0,10.0,6.3169720780847385,0.0,10.0,3.441922930262356,0.5,12.0,0.03429971576823532,0.01,1.5
39,8drifts_congIncong_allConditions,562.4513769176802,condition_80cue,0.5255251166713417,0.0,10.0,5.40082796850524,0.0,10.0,0.5182294015468284,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.6889298190914549,0.0,10.0,0.0,0.0,10.0,0.6225065445845528,0.0,10.0,2.1982309092282537,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.9647603107488694,0.5,12.0,0.97397088796447,0.01,1.5
40,8drifts_congIncong_allConditions,371.35587446412967,condition_80cue,0.16348674542269032,0.0,10.0,7.4034100318258,0.0,10.0,3.1439017536511913,0.0,10.0,0.0,0.0,10.0,2.1742869447358713,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,7.203772640020323,0.0,10.0,2.7884243277725735,0.0,10.0,6.450574338451735,0.0,10.0,1.4901503881941363,0.5,12.0,0.3528932225955597,0.01,1.5
41,8drifts_congIncong_allConditions,861.7884397452225,condition_80cue,0.0,0.0,10.0,6.7400271593130965,0.0,10.0,3.2791457934699983,0.0,10.0,0.8369639443618289,0.0,10.0,3.65354541472229,0.0,10.0,0.0,0.0,10.0,0.012617655799899406,0.0,10.0,0.0,0.0,10.0,5.424498186625999,0.0,10.0,6.131553443702355,0.0,10.0,5.3117995592829494,0.0,10.0,5.338251316020002,0.5,12.0,0.031548063862845255,0.01,1.5
42,8drifts_congIncong_allConditions,569.2861616480006,condition_80cue,2.869995279954422,0.0,10.0,1.8902729753512064,0.0,10.0,3.3339315670180762,0.0,10.0,1.2187633432457425,0.0,10.0,3.956963626762041,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,5.649541849852526,0.0,10.0,10.0,0.0,10.0,4.964598324096945,0.0,10.0,8.142516078817295,0.5,12.0,0.11294926792030868,0.01,1.5
43,8drifts_congIncong_allConditions,518.4661415050883,condition_80cue,0.777859560390467,0.0,10.0,7.316848331903692,0.0,10.0,0.5160860510229673,0.0,10.0,0.0,0.0,10.0,0.28771183884518287,0.0,10.0,1.2908412326517822,0.0,10.0,0.0,0.0,10.0,3.252874934124783,0.0,10.0,7.1273956814394515,0.0,10.0,3.74041799976898,0.0,10.0,4.204160496595031,0.0,10.0,1.1425231616035898,0.5,12.0,1.1385617637042709,0.01,1.5
44,8drifts_congIncong_allConditions,462.3010876147702,condition_80cue,1.0121995559253743,0.0,10.0,1.2282673119331982,0.0,10.0,0.9906655138270527,0.0,10.0,0.0,0.0,10.0,0.5865171923103513,0.0,10.0,0.16948083554537013,0.0,10.0,1.0142301632817419,0.0,10.0,6.76883203027494,0.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,3.2922260608983214,0.0,10.0,0.9265540970800297,0.5,12.0,1.066435581118631,0.01,1.5
45,8drifts_congIncong_allConditions,652.0593329778204,condition_80cue,0.3824366333239001,0.0,10.0,8.309976629112859,0.0,10.0,0.1115983830569056,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.9600398782779164,0.0,10.0,0.0,0.0,10.0,1.2163000821832677,0.0,10.0,6.62075231429519,0.0,10.0,1.7843636695897847,0.0,10.0,7.769655198152821,0.0,10.0,1.2164356483128058,0.5,12.0,1.3190033929962215,0.01,1.5
46,8drifts_congIncong_allConditions,676.9051454047094,condition_80cue,0.06548755965843862,0.0,10.0,1.9927268189960623,0.0,10.0,0.22796912093754446,0.0,10.0,0.0173191661381457,0.0,10.0,0.254622174845066,0.0,10.0,0.056709345668243934,0.0,10.0,0.0,0.0,10.0,0.4826038409965049,0.0,10.0,1.5158739329785096,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,1.0645254505072534,0.5,12.0,0.6324838804053265,0.01,1.5
47,8drifts_congIncong_allConditions,327.860208074621,condition_80cue,1.2646735099455415,0.0,10.0,9.044045872651154,0.0,10.0,1.0243545920965702,0.0,10.0,0.17608359898996437,0.0,10.0,0.37895483194045887,0.0,10.0,1.8076985678421,0.0,10.0,0.0,0.0,10.0,3.7056476688825453,0.0,10.0,8.929701253195754,0.0,10.0,7.497367346491552,0.0,10.0,3.776250559291631,0.0,10.0,0.9911456491242792,0.5,12.0,1.3070997137873315,0.01,1.5
48,8drifts_congIncong_allConditions,643.4218212587524,condition_80cue,0.29422271473439593,0.0,10.0,9.233572294605032,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0877767074908308,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,3.953495426587484,0.0,10.0,0.0,0.0,10.0,3.6358895792626242,0.0,10.0,2.612557069673763,0.5,12.0,0.04102431969154963,0.01,1.5
49,8drifts_congIncong_allConditions,394.5009062770979,condition_80cue,0.5820161823352562,0.0,10.0,4.755448375071505,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.3670632969558203,0.0,10.0,0.0,0.0,10.0,1.0115086568773124,0.0,10.0,10.0,0.0,10.0,5.411042251057392,0.0,10.0,7.652208582641839,0.0,10.0,0.6697799768828494,0.5,12.0,1.1613076793220762,0.01,1.5
50,8drifts_congIncong_allConditions,71.65395599466824,condition_80cue,0.33459677113625025,0.0,10.0,4.820827289045214,0.0,10.0,1.7341762361532023,0.0,10.0,0.5905015116721689,0.0,10.0,0.7545157590166428,0.0,10.0,0.0,0.0,10.0,1.7922824626054041,0.0,10.0,0.0,0.0,10.0,5.704112452356108,0.0,10.0,5.31167858999255,0.0,10.0,5.147603860639935,0.0,10.0,2.53772687001657,0.5,12.0,0.014424203223115217,0.01,1.5
51,8drifts_congIncong_allConditions,539.9166067235712,condition_80cue,0.034147444327938245,0.0,10.0,7.925482726477888,0.0,10.0,0.013167615620096685,0.0,10.0,0.14333492445862328,0.0,10.0,0.2833732937825756,0.0,10.0,0.176734630035406,0.0,10.0,0.0,0.0,10.0,0.0809862941691605,0.0,10.0,0.11745978212013408,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.8755379465267463,0.5,12.0,0.2337148090740706,0.01,1.5
52,8drifts_congIncong_allConditions,525.8501131481677,condition_80cue,0.4570780240720087,0.0,10.0,7.9736047503275636,0.0,10.0,1.1835140811848448,0.0,10.0,0.0,0.0,10.0,1.0942368283161412,0.0,10.0,2.80499477497705,0.0,10.0,0.0,0.0,10.0,2.4601705426119986,0.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,1.2734260827232573,0.5,12.0,1.494803796096189,0.01,1.5
53,8drifts_congIncong_allConditions,994.2668540133267,condition_80cue,1.4144035595820061,0.0,10.0,3.1849096327947968,0.0,10.0,2.0951917845581365,0.0,10.0,3.4496343048883564,0.0,10.0,2.0085230545551,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,4.2702989293417515,0.0,10.0,5.471145505257602,0.0,10.0,4.398422779827475,0.0,10.0,5.557254576824553,0.5,12.0,0.019660299479385412,0.01,1.5
54,8drifts_congIncong_allConditions,368.38286361946086,condition_80cue,1.2825361314763175,0.0,10.0,5.587515570036048,0.0,10.0,0.7166301880460085,0.0,10.0,0.0,0.0,10.0,1.3719942947454582,0.0,10.0,1.8840136536383851,0.0,10.0,0.0,0.0,10.0,1.2390581263338194,0.0,10.0,2.374657576728634,0.0,10.0,0.0,0.0,10.0,2.759610891382057,0.0,10.0,1.1636806123595598,0.5,12.0,1.083666497185975,0.01,1.5
55,8drifts_congIncong_allConditions,741.1550689522971,condition_65cue,0.0,0.0,10.0,2.6442203588039876,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.19668880208643066,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,1.0270156769528231,0.5,12.0,0.9929197049678297,0.01,1.5
56,8drifts_congIncong_allConditions,675.7020525964285,condition_65cue,0.05352101437098279,0.0,10.0,4.21547491183578,0.0,10.0,0.2979638101356308,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.16822636104729385,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,1.0205865618218084,0.5,12.0,0.18816086306293733,0.01,1.5
57,8drifts_congIncong_allConditions,690.8296348677877,condition_65cue,0.04458045336840747,0.0,10.0,5.820300992878096,0.0,10.0,0.0034663247338716885,0.0,10.0,0.3231159556114653,0.0,10.0,0.0,0.0,10.0,0.4585800928904895,0.0,10.0,0.46159559208728707,0.0,10.0,0.0,0.0,10.0,1.6947008628438462,0.0,10.0,0.6960550000772953,0.0,10.0,0.0,0.0,10.0,1.188000355774987,0.5,12.0,0.13427879942636067,0.01,1.5
58,8drifts_congIncong_allConditions,807.9070303219283,condition_65cue,0.06086093374276628,0.0,10.0,8.088719757635904,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.5430868950544319,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.7453571784183467,0.0,10.0,0.894495806061463,0.0,10.0,0.0,0.0,10.0,1.2254761071203735,0.5,12.0,0.6848866718999218,0.01,1.5
59,8drifts_congIncong_allConditions,417.45649149362777,condition_65cue,0.9042033290045048,0.0,10.0,1.6356744953511733,0.0,10.0,0.9087308634170884,0.0,10.0,0.21521887923276087,0.0,10.0,1.561155015956749,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,4.7165941714181185,0.0,10.0,0.0,0.0,10.0,2.656381696097917,0.0,10.0,0.8079525922129713,0.5,12.0,0.9968412483921509,0.01,1.5
60,8drifts_congIncong_allConditions,691.1081671462663,condition_65cue,0.033366291811031394,0.0,10.0,1.282772925806933,0.0,10.0,0.26348255062316017,0.0,10.0,0.40752611755602813,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,1.3773362063460866,0.0,10.0,0.2577826827648981,0.0,10.0,0.5235960956511386,0.0,10.0,1.1278405271214877,0.5,12.0,0.20390452009678384,0.01,1.5
61,8drifts_congIncong_allConditions,666.1202648706724,condition_65cue,0.012908101251365881,0.0,10.0,0.7080065437792324,0.0,10.0,0.5439852336764268,0.0,10.0,0.0,0.0,10.0,0.7810862249434676,0.0,10.0,0.19783449634723338,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,6.775928852935955,0.0,10.0,0.0,0.0,10.0,0.9754902023700716,0.5,12.0,1.4247737391525894,0.01,1.5
62,8drifts_congIncong_allConditions,610.2057462882536,condition_65cue,0.6055989525063616,0.0,10.0,7.202757068251973,0.0,10.0,0.7246820700151979,0.0,10.0,0.0,0.0,10.0,1.46083055679221,0.0,10.0,1.276653977845626,0.0,10.0,0.0,0.0,10.0,0.6045671427168431,0.0,10.0,3.237616435010327,0.0,10.0,0.0,0.0,10.0,3.479941607377505,0.0,10.0,1.1506397059210736,0.5,12.0,1.030407208794628,0.01,1.5
63,8drifts_congIncong_allConditions,942.1585345586496,condition_65cue,0.23122433031915868,0.0,10.0,5.748265317113319,0.0,10.0,6.060733282330784,0.0,10.0,1.7448267735441152,0.0,10.0,5.152120200403188,0.0,10.0,1.2508893244341774,0.0,10.0,4.2113193344645135,0.0,10.0,2.348672551601418,0.0,10.0,6.005555564625054,0.0,10.0,6.14737486114922,0.0,10.0,5.5946848288758915,0.0,10.0,9.885521955313072,0.5,12.0,0.11645886470752098,0.01,1.5
64,8drifts_congIncong_allConditions,426.66661239747106,condition_65cue,0.7713117207843442,0.0,10.0,1.0530808206889848,0.0,10.0,0.18135471231376338,0.0,10.0,0.20845885009527268,0.0,10.0,0.0,0.0,10.0,0.6040319209904295,0.0,10.0,0.0,0.0,10.0,1.732519313687946,0.0,10.0,0.0,0.0,10.0,6.003973568135242,0.0,10.0,8.165808266383795,0.0,10.0,0.8402870565432874,0.5,12.0,1.057946243731568,0.01,1.5
65,8drifts_congIncong_allConditions,90.91014870230552,condition_65cue,1.5150268160537836,0.0,10.0,1.700146723429412,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,1.6594367242620358,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.7186887420132511,0.0,10.0,5.224326374906609,0.0,10.0,5.605240497114623,0.0,10.0,6.379733310456638,0.0,10.0,0.6971422632222035,0.5,12.0,1.1689878582390612,0.01,1.5
66,8drifts_congIncong_allConditions,667.2330812808186,condition_65cue,0.06495718243845758,0.0,10.0,9.619973282253675,0.0,10.0,0.48388901004730067,0.0,10.0,0.0,0.0,10.0,0.020296898854351035,0.0,10.0,1.1198611219040102,0.0,10.0,0.0,0.0,10.0,1.599087520861752,0.0,10.0,0.31390239440704854,0.0,10.0,0.0,0.0,10.0,6.957508554622241,0.0,10.0,1.044845642141631,0.5,12.0,0.7130412712217824,0.01,1.5
67,8drifts_congIncong_allConditions,649.9705100330981,condition_65cue,0.22334046705539956,0.0,10.0,8.19475030354237,0.0,10.0,0.34107268964609166,0.0,10.0,0.0,0.0,10.0,0.5105816883306615,0.0,10.0,1.6466159607988216,0.0,10.0,0.0,0.0,10.0,1.3040251725156768,0.0,10.0,8.914964680156917,0.0,10.0,0.0,0.0,10.0,7.7076351324583054,0.0,10.0,1.4742293398162687,0.5,12.0,1.493577644684231,0.01,1.5
68,8drifts_congIncong_allConditions,638.1686081751415,condition_65cue,0.14323318472420218,0.0,10.0,1.0076570946541996,0.0,10.0,1.4223819222093688,0.0,10.0,0.0,0.0,10.0,0.5561335282061347,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,3.1742328407607037,0.0,10.0,0.0,0.0,10.0,1.9391047030588142,0.0,10.0,1.1690115988329088,0.5,12.0,0.4754331505454938,0.01,1.5
69,8drifts_congIncong_allConditions,430.53801453750793,condition_65cue,0.019640356224867837,0.0,10.0,5.226765710976883,0.0,10.0,0.1477062396636902,0.0,10.0,0.4977798402377328,0.0,10.0,0.0,0.0,10.0,0.0009506290805461632,0.0,10.0,0.1549119233457336,0.0,10.0,3.3707611459785305,0.0,10.0,0.0,0.0,10.0,0.010969257378703301,0.0,10.0,0.8755231969315657,0.0,10.0,0.7826038912121884,0.5,12.0,0.25552493566996143,0.01,1.5
70,8drifts_congIncong_allConditions,784.4570037223172,condition_65cue,0.009848763219237612,0.0,10.0,7.327716664664302,0.0,10.0,0.3256877524142215,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.018998318050912726,0.0,10.0,0.04320673356473673,0.0,10.0,0.4907721836142363,0.0,10.0,0.20440501125900606,0.0,10.0,0.11864190777959036,0.0,10.0,0.1440357992500605,0.0,10.0,1.0238002742987389,0.5,12.0,0.013879012885791187,0.01,1.5
71,8drifts_congIncong_allConditions,413.76864043380954,condition_65cue,1.212444295145604,0.0,10.0,1.3686415061588066,0.0,10.0,1.040024613766993,0.0,10.0,0.0,0.0,10.0,0.7503298122679732,0.0,10.0,0.7906695512767826,0.0,10.0,0.0,0.0,10.0,1.851099240737488,0.0,10.0,4.549910136994223,0.0,10.0,0.0,0.0,10.0,2.81416735734647,0.0,10.0,1.0989013273048602,0.5,12.0,0.9699809068864662,0.01,1.5
72,8drifts_congIncong_allConditions,422.65627263875984,condition_65cue,0.4092235553402423,0.0,10.0,0.9933556046965419,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.4111673935444732,0.0,10.0,0.0,0.0,10.0,2.0187702050796448,0.0,10.0,1.298821024530489,0.0,10.0,7.120845507974462,0.0,10.0,8.492793942080766,0.0,10.0,1.8323374812460897,0.0,10.0,0.7882981526818762,0.5,12.0,1.0222269446017775,0.01,1.5
