subID,block,trial,targetImage,targetIdx,coherence,respFrame,response,accuracy,RT,flickerDuration
 13, 1, 1, S3-12.jpg, 1, 0.63, 235, 1, 1, 3.2958, 3.2975
 13, 1, 2, S4-20.jpg, 2, 0.53, 397, 2, 1, 5.4636, 5.4645
 13, 1, 3, S4-20.jpg, 2, 0.63, 417, 1, 0, 5.7922, 5.7934
 13, 1, 4, S4-20.jpg, 2, 0.50, 345, 2, 1, 4.7648, 4.7656
 13, 1, 5, S4-20.jpg, 2, 0.71, 504, 1, 0, 6.9789, 6.9798
 13, 1, 6, S3-12.jpg, 1, 0.53, 250, 2, 0, 3.4594, 3.4609
 13, 1, 7, S3-12.jpg, 1, 0.60, 460, 2, 0, 6.4037, 6.4044
 13, 1, 8, S3-12.jpg, 1, 0.61, 447, 1, 1, 6.1927, 6.1941
 13, 1, 9, S4-20.jpg, 2, 0.76, 404, 2, 1, 5.5909, 5.5917
 13, 1, 10, S4-20.jpg, 2, 0.46, 374, 1, 0, 5.1791, 5.1806
 13, 1, 11, S3-12.jpg, 1, 0.68, NaN, NaN, 0, NaN, 7.4843
 13, 1, 12, S3-12.jpg, 1, 0.59, 267, 2, 0, 3.6979, 3.6990
 13, 1, 13, S4-20.jpg, 2, 0.75, 406, 1, 0, 5.5907, 5.5917
 13, 1, 14, S4-20.jpg, 2, 0.54, 524, 2, 1, 7.2314, 7.2329
 13, 1, 15, S3-12.jpg, 1, 0.74, 433, 2, 0, 6.0559, 6.0574
 13, 1, 16, S3-12.jpg, 1, 0.64, 343, 1, 1, 4.7769, 4.7778
 13, 1, 17, S4-20.jpg, 2, 0.78, 493, 2, 1, 6.8587, 6.8595
 13, 1, 18, S4-20.jpg, 2, 0.51, 463, 1, 0, 6.3925, 6.3934
 13, 1, 19, S4-20.jpg, 2, 0.77, NaN, NaN, 0, NaN, 7.4330
 13, 1, 20, S3-12.jpg, 1, 0.63, 218, 2, 0, 3.0048, 3.0058
 13, 1, 21, S3-12.jpg, 1, 0.77, 226, 1, 1, 3.1381, 3.1390
 13, 1, 22, S4-20.jpg, 2, 0.58, 300, 2, 1, 4.1525, 4.1535
 13, 1, 23, S4-20.jpg, 2, 0.79, 279, 1, 0, 3.8977, 3.8987
 13, 1, 24, S3-12.jpg, 1, 0.66, 181, 2, 0, 2.5260, 2.5267
 13, 1, 25, S4-20.jpg, 2, 0.80, 321, 2, 1, 4.4598, 4.4605
 13, 1, 26, S3-12.jpg, 1, 0.69, 355, 1, 1, 4.8996, 4.9006
 13, 1, 27, S3-12.jpg, 1, 0.76, 357, 2, 0, 4.9522, 4.9530
 13, 1, 28, S3-12.jpg, 1, 0.68, 312, 1, 1, 4.3258, 4.3267
 13, 1, 29, S3-12.jpg, 1, 0.79, 534, 2, 0, 7.3655, 7.3664
 13, 1, 30, S3-12.jpg, 1, 0.67, 435, 2, 0, 6.0049, 6.0059
 13, 1, 31, S4-20.jpg, 2, 0.80, 410, 1, 0, 5.6851, 5.6860
 13, 1, 32, S3-12.jpg, 1, 0.69, NaN, NaN, 0, NaN, 7.4724
 13, 1, 33, S3-12.jpg, 1, 0.80, 209, 1, 1, 2.8992, 2.9002
 13, 1, 34, S3-12.jpg, 1, 0.70, 178, 2, 0, 2.4724, 2.4732
 13, 1, 35, S3-12.jpg, 1, 0.80, 180, 2, 0, 2.5131, 2.5138
 13, 1, 36, S4-20.jpg, 2, 0.56, 191, 2, 1, 2.6738, 2.6746
 13, 1, 37, S4-20.jpg, 2, 0.81, 195, 1, 0, 2.7401, 2.7409
 13, 1, 38, S3-12.jpg, 1, 0.71, 109, 1, 1, 1.5402, 1.5412
 13, 1, 39, S3-12.jpg, 1, 0.81, 332, 1, 1, 4.6315, 4.6327
 13, 1, 40, S4-20.jpg, 2, 0.53, 400, 2, 1, 5.5376, 5.5391
 13, 1, 41, S4-20.jpg, 2, 0.82, 398, 2, 1, 5.4958, 5.4973
 13, 1, 42, S3-12.jpg, 1, 0.71, 272, 1, 1, 3.7932, 3.7942
 13, 1, 43, S4-20.jpg, 2, 0.81, 170, 2, 1, 2.3577, 2.3587
 13, 1, 44, S3-12.jpg, 1, 0.70, 344, 1, 1, 4.7786, 4.7801
 13, 1, 45, S4-20.jpg, 2, 0.81, 324, 2, 1, 4.5028, 4.5036
 13, 1, 46, S4-20.jpg, 2, 0.51, 447, 2, 1, 6.1871, 6.1882
 13, 1, 47, S3-12.jpg, 1, 0.80, 321, 2, 0, 4.4609, 4.4619
 13, 1, 48, S3-12.jpg, 1, 0.70, 208, 2, 0, 2.9152, 2.9164
 13, 1, 49, S4-20.jpg, 2, 0.81, 206, 1, 0, 2.8614, 2.8629
 13, 1, 50, S4-20.jpg, 2, 0.49, 400, 1, 0, 5.5669, 5.5678
 13, 1, 51, S3-12.jpg, 1, 0.81, 201, 1, 1, 2.8038, 2.8049
 13, 1, 52, S4-20.jpg, 2, 0.54, 206, 1, 0, 2.8922, 2.8932
 13, 1, 53, S3-12.jpg, 1, 0.81, 231, 2, 0, 3.2259, 3.2269
 13, 1, 54, S4-20.jpg, 2, 0.58, 225, 2, 1, 3.1326, 3.1335
 13, 1, 55, S4-20.jpg, 2, 0.82, 151, 2, 1, 2.1200, 2.1210
 13, 1, 56, S3-12.jpg, 1, 0.71, 77, 2, 0, 1.0780, 1.0788
 13, 1, 57, S3-12.jpg, 1, 0.82, 328, 1, 1, 4.5665, 4.5674
 13, 1, 58, S4-20.jpg, 2, 0.56, 198, 2, 1, 2.7549, 2.7558
 13, 1, 59, S3-12.jpg, 1, 0.81, 320, 2, 0, 4.4675, 4.4685
 13, 1, 60, S4-20.jpg, 2, 0.55, 431, 2, 1, 5.9968, 5.9978
 13, 1, 61, S3-12.jpg, 1, 0.82, 245, 1, 1, 3.4105, 3.4119
 13, 1, 62, S4-20.jpg, 2, 0.53, NaN, NaN, 0, NaN, 7.5012
 13, 1, 63, S4-20.jpg, 2, 0.81, 252, 2, 1, 3.4729, 3.4740
 13, 1, 64, S4-20.jpg, 2, 0.57, 342, 1, 0, 4.7437, 4.7448
 13, 1, 65, S4-20.jpg, 2, 0.81, 174, 2, 1, 2.4509, 2.4518
 13, 1, 66, S4-20.jpg, 2, 0.60, 129, 2, 1, 1.8132, 1.8140
 13, 1, 67, S3-12.jpg, 1, 0.82, 398, 2, 0, 5.5477, 5.5487
 13, 1, 68, S3-12.jpg, 1, 0.72, 190, 1, 1, 2.6527, 2.6542
 13, 1, 69, S3-12.jpg, 1, 0.82, 172, 2, 0, 2.4067, 2.4076
 13, 1, 70, S4-20.jpg, 2, 0.59, 336, 1, 0, 4.6567, 4.6576
 13, 1, 71, S4-20.jpg, 2, 0.81, 206, 2, 1, 2.8956, 2.8966
 13, 1, 72, S4-20.jpg, 2, 0.62, 82, 2, 1, 1.1584, 1.1599
 13, 1, 73, S4-20.jpg, 2, 0.80, 59, 2, 1, 0.8080, 0.8094
 13, 1, 74, S3-12.jpg, 1, 0.71, 50, 2, 0, 0.6915, 0.6925
 13, 1, 75, S4-20.jpg, 2, 0.80, 363, 1, 0, 5.0227, 5.0237
 13, 1, 76, S4-20.jpg, 2, 0.61, 237, 2, 1, 3.3443, 3.3455
 13, 1, 77, S3-12.jpg, 1, 0.83, 184, 2, 0, 2.5922, 2.5937
 13, 1, 78, S3-12.jpg, 1, 0.72, 216, 1, 1, 3.0208, 3.0216
 13, 1, 79, S3-12.jpg, 1, 0.83, 102, 1, 1, 1.4604, 1.4614
 13, 1, 80, S3-12.jpg, 1, 0.72, 77, 2, 0, 1.0591, 1.0599
 13, 1, 81, S4-20.jpg, 2, 0.81, 45, 2, 1, 0.6157, 0.6165
 13, 1, 82, S4-20.jpg, 2, 0.60, 37, 2, 1, 0.5147, 0.5155
 13, 1, 83, S3-12.jpg, 1, 0.83, 199, 1, 1, 2.7905, 2.7913
 13, 1, 84, S3-12.jpg, 1, 0.72, 193, 2, 0, 2.7003, 2.7014
 13, 1, 85, S3-12.jpg, 1, 0.83, 177, 1, 1, 2.4896, 2.4906
 13, 1, 86, S4-20.jpg, 2, 0.59, 303, 2, 1, 4.2239, 4.2246
 13, 1, 87, S4-20.jpg, 2, 0.81, 342, 1, 0, 4.7795, 4.7807
 13, 1, 88, S3-12.jpg, 1, 0.73, 140, 2, 0, 1.9423, 1.9431
 13, 1, 89, S4-20.jpg, 2, 0.81, 51, 2, 1, 0.7112, 0.7120
 13, 1, 90, S3-12.jpg, 1, 0.73, 266, 2, 0, 3.7132, 3.7147
 13, 1, 91, S4-20.jpg, 2, 0.81, 73, 2, 1, 1.0090, 1.0097
 13, 1, 92, S3-12.jpg, 1, 0.73, 134, 2, 0, 1.9140, 1.9150
 13, 1, 93, S3-12.jpg, 1, 0.83, 256, 1, 1, 3.6078, 3.6086
 13, 1, 94, S4-20.jpg, 2, 0.57, 177, 1, 0, 2.5133, 2.5141
 13, 1, 95, S4-20.jpg, 2, 0.81, 205, 2, 1, 2.8439, 2.8449
 13, 1, 96, S3-12.jpg, 1, 0.73, 141, 2, 0, 1.9589, 1.9598
 13, 1, 97, S3-12.jpg, 1, 0.82, 80, 1, 1, 1.1380, 1.1388
 13, 1, 98, S4-20.jpg, 2, 0.60, 143, 2, 1, 2.0131, 2.0142
 13, 1, 99, S3-12.jpg, 1, 0.82, 231, 2, 0, 3.2244, 3.2254
 13, 1, 100, S4-20.jpg, 2, 0.59, 89, 2, 1, 1.2507, 1.2517